,Hour,Month,DayOfWeek,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator
2047,0,9,6,5,4263,2,1,0,330,265.0,4,88,1
2048,6,9,0,6,1086,1,0,1,125,115.0,4,53,0
2049,12,9,1,4,2213,0,1,1,115,115.0,4,77,1
2050,1,9,3,3,3217,1,0,0,145,145.0,4,64,1
2051,6,9,4,0,4022,2,1,0,330,265.0,4,91,1
2052,12,9,5,1,446,0,0,2,90,90.0,4,50,1
2053,18,10,6,2,1881,5,1,2,0,0.0,4,75,1
2054,1,10,0,5,2991,2,0,0,330,265.0,4,59,1
2055,7,10,1,6,3757,1,1,1,125,125.0,4,84,1
2056,12,10,2,4,24,0,0,1,115,115.0,4,66,1
2057,19,10,3,3,1629,1,1,0,145,145.0,4,93,1
2058,1,10,4,0,2730,2,0,0,330,265.0,4,45,1
2059,7,10,5,1,3557,0,1,2,90,90.0,4,80,1
2060,13,10,6,2,4307,5,1,2,0,0.0,4,62,1
2061,19,10,0,5,1304,2,1,0,330,265.0,4,86,1
2062,2,10,1,6,2355,1,0,1,125,125.0,4,51,1
2063,8,10,2,4,3333,0,1,1,115,115.0,4,73,1
2064,15,10,3,3,4086,1,0,0,145,115.0,4,56,0
2065,21,10,4,0,619,2,1,0,330,265.0,4,82,1
2066,2,10,5,1,2008,0,0,2,90,0.0,4,70,0
2067,8,10,6,2,3092,5,1,2,0,0.0,4,97,1
2068,4,1,0,5,3849,2,0,0,330,90.0,4,47,0
2069,9,1,1,6,169,1,1,1,125,125.0,4,84,1
2070,16,1,2,4,1757,0,0,1,115,115.0,4,65,1
2071,22,1,3,3,2842,1,1,0,145,145.0,4,92,1
2072,5,1,4,0,3645,2,0,0,330,265.0,4,53,1
2073,11,1,5,1,4385,0,1,2,90,90.0,4,79,1
2074,17,1,6,2,1428,5,1,2,0,0.0,4,61,1
2075,0,1,0,5,2520,2,1,0,330,115.0,4,89,0
2076,6,1,1,6,3423,1,0,1,125,125.0,4,44,1
2077,8,12,0,4,4199,0,1,1,115,90.0,4,78,0
2078,13,12,1,3,963,1,0,0,145,145.0,4,67,1
2079,20,12,2,0,2167,2,1,0,330,265.0,4,95,1
2080,2,12,3,1,3184,0,0,2,90,90.0,4,55,1
2081,8,12,4,2,3991,5,1,2,0,0.0,4,80,1
2082,15,12,5,5,387,2,0,0,330,265.0,4,62,1
2083,20,12,6,6,1850,1,1,1,125,125.0,4,87,1
2084,3,1,6,4,2964,0,0,1,115,115.0,4,47,1
2085,9,1,0,3,3727,1,1,0,145,145.0,4,73,1
2086,16,1,1,0,4441,2,0,0,330,60.0,4,68,0
2087,22,1,2,1,1583,0,1,2,90,90.0,4,91,1
2088,3,1,3,2,2692,5,1,2,0,0.0,4,52,1
2089,9,1,4,5,3526,2,1,0,330,125.0,4,82,0
2090,15,1,5,6,4288,1,0,1,125,125.0,4,56,1
2091,22,1,6,4,1233,0,1,1,115,115.0,4,84,1
2092,6,12,2,3,2292,1,0,0,145,115.0,4,69,0
2093,12,12,3,0,3291,2,1,0,330,265.0,4,94,1
2094,18,12,4,1,4062,0,0,2,90,90.0,4,49,1
2095,1,12,5,2,547,5,1,2,0,0.0,4,76,1
2096,6,12,6,5,1956,2,0,0,330,90.0,4,63,0
2097,13,12,0,6,3051,1,1,1,125,125.0,4,88,1
2098,19,12,1,4,3826,0,0,1,115,115.0,4,74,1
2099,2,12,2,3,130,1,1,0,145,145.0,4,96,1
2100,8,12,3,0,1705,2,0,0,330,265.0,4,61,1
2101,13,12,4,1,2796,0,1,2,90,90.0,4,85,1
2102,20,12,5,2,3614,5,1,2,0,0.0,4,52,1
2103,2,12,6,5,4363,2,1,0,330,265.0,4,79,1
2104,22,11,6,6,1396,1,0,1,125,125.0,4,66,1
2105,5,11,0,4,2462,0,1,1,115,115.0,4,90,1
2106,10,11,1,3,3396,1,0,0,145,145.0,4,48,1
2107,16,11,2,0,4147,2,1,0,330,265.0,4,77,1
2108,23,11,3,1,812,0,0,2,90,0.0,4,60,0
2109,5,12,4,2,2111,5,1,2,0,0.0,4,83,1
2110,10,12,5,5,3145,2,0,0,330,265.0,4,71,1
2111,16,12,6,6,3938,1,1,1,125,90.0,4,97,0
2112,23,12,0,4,292,0,0,1,115,115.0,4,46,1
2113,4,12,1,3,1817,1,1,0,145,145.0,4,81,1
2114,10,12,2,0,2931,2,0,0,330,265.0,4,64,1
2115,16,12,3,1,3695,0,1,2,90,90.0,4,93,1
2116,22,12,4,2,4419,5,1,2,0,0.0,4,57,1
2117,5,12,5,5,1538,2,1,0,330,265.0,4,86,1
2118,11,12,6,6,2622,1,0,1,125,125.0,4,55,1
2119,18,12,0,4,3492,0,1,1,115,115.0,4,82,1
2120,23,12,1,3,4258,1,0,0,145,145.0,4,63,1
2121,3,11,4,0,1171,2,1,0,330,90.0,4,90,0
2122,9,11,5,1,2247,0,0,2,90,90.0,4,48,1
2123,15,11,6,2,3252,5,1,2,0,0.0,4,76,1
2124,22,11,0,5,4041,2,0,0,330,265.0,4,58,1
2125,4,11,1,6,498,1,1,1,125,100.0,4,87,0
2126,9,11,2,4,1904,0,0,1,115,115.0,4,67,1
2127,16,11,3,3,3013,1,1,0,145,125.0,4,94,0
2128,22,11,4,0,3780,2,0,0,330,265.0,4,71,1
2129,5,11,5,1,73,0,1,2,90,90.0,4,89,1
2130,11,11,6,2,1657,5,1,2,0,0.0,4,52,1
2131,16,11,0,5,2761,2,1,0,330,265.0,4,79,1
2132,23,11,1,6,3586,1,0,1,125,125.0,4,66,1
2133,5,11,2,4,4343,0,1,1,115,90.0,4,95,0
2134,11,11,3,3,1350,1,0,0,145,145.0,4,44,1
2135,17,11,4,0,2399,2,1,0,330,265.0,4,78,1
2136,22,11,5,1,3360,0,0,2,90,90.0,4,61,1
2137,4,11,6,2,4103,5,1,2,0,0.0,4,85,1
2138,10,11,0,5,694,2,0,0,330,265.0,4,49,1
2139,16,11,1,6,2051,1,1,1,125,125.0,4,74,1
2140,23,11,2,4,3115,0,0,1,115,115.0,4,69,1
2141,4,11,3,3,3894,1,1,0,145,145.0,4,92,1
2142,10,11,4,0,234,2,0,0,330,115.0,4,57,0
2143,16,11,5,1,1790,0,1,2,90,90.0,4,83,1
2144,14,10,0,2,2872,5,1,2,0,0.0,4,68,1
2145,21,10,1,5,3670,2,1,0,330,265.0,4,96,1
2146,3,10,2,6,4402,1,0,1,125,125.0,4,46,1
2147,8,10,3,4,1467,0,1,1,115,115.0,4,81,1
2148,14,10,4,3,2572,1,0,0,145,145.0,4,60,1
2149,20,10,5,0,3454,2,1,0,330,265.0,4,88,1
2150,3,10,6,1,4237,0,0,2,90,90.0,4,53,1
2151,9,10,0,2,1085,5,1,2,0,0.0,4,77,1
2152,14,10,1,5,2205,2,0,0,330,265.0,4,64,1
2153,21,10,2,6,3209,1,1,1,125,125.0,4,91,1
2154,3,10,3,4,4019,0,0,1,115,115.0,4,50,1
2155,9,10,4,3,746,1,1,0,145,90.0,4,75,0
2156,15,10,5,0,760,2,0,0,330,265.0,4,59,1
2157,20,10,6,1,768,0,1,2,90,90.0,4,84,1
2158,3,10,0,2,4451,5,1,2,0,0.0,4,66,1
2159,9,10,1,5,780,2,1,0,330,265.0,4,93,1
2160,16,11,2,6,797,1,0,1,125,125.0,4,45,1
2161,22,11,3,4,803,0,1,1,115,115.0,4,80,1
2162,14,2,6,3,828,1,0,0,145,145.0,4,62,1
2163,10,3,4,0,844,2,1,0,330,265.0,4,86,1
2164,18,4,5,1,856,0,0,2,90,90.0,4,51,1
2165,22,5,5,2,4451,5,1,2,0,0.0,4,73,1
2166,16,6,6,5,892,2,0,0,330,265.0,4,56,1
2167,12,7,6,6,905,1,1,1,125,125.0,4,82,1
2168,20,8,4,4,924,0,0,1,115,115.0,4,70,1
2169,2,9,5,3,933,1,1,0,145,145.0,4,97,1
2170,6,10,5,0,945,2,0,0,330,265.0,4,47,1
2171,4,11,6,1,974,0,1,2,90,0.0,4,84,0
2172,9,12,6,2,4451,5,1,2,0,0.0,4,65,1
2173,11,1,1,5,995,2,1,0,330,90.0,4,92,0
2174,13,2,1,6,1004,1,0,1,125,125.0,4,53,1
2175,15,3,6,4,1012,0,1,1,115,115.0,4,79,1
2176,17,4,0,3,1030,1,0,0,145,145.0,4,61,1
2177,19,5,0,0,1050,2,1,0,330,265.0,4,89,1
2178,21,6,1,1,1060,0,0,2,90,90.0,4,44,1
2179,23,8,1,2,4451,5,1,2,0,0.0,4,78,1
2180,1,9,2,5,1077,2,0,0,330,265.0,4,67,1
2181,3,10,2,6,1100,1,1,1,125,90.0,4,95,0
2182,5,11,3,4,1108,0,0,1,115,115.0,4,55,1
2183,7,12,3,3,1120,1,1,0,145,145.0,4,80,1
2184,10,1,3,0,1126,2,0,0,330,100.0,4,62,0
2185,12,2,3,1,1133,0,1,2,90,90.0,4,87,1
2186,14,3,1,2,4451,5,1,2,0,0.0,4,47,1
2187,16,4,2,5,1153,2,1,0,330,265.0,4,73,1
2188,18,5,2,6,1156,1,0,1,125,125.0,4,68,1
2189,20,6,3,4,1162,0,1,1,115,115.0,4,91,1
2190,22,8,3,3,1167,1,0,0,145,145.0,4,52,1
2191,0,9,4,0,1177,2,1,0,330,265.0,4,82,1
2192,3,10,4,1,1178,0,0,2,90,90.0,4,56,1
2193,5,11,5,2,4451,5,1,2,0,0.0,4,84,1
2194,7,12,5,5,1187,2,0,0,330,265.0,4,69,1
2195,9,1,5,6,1193,1,1,1,125,90.0,4,94,0
2196,12,2,5,4,1202,0,0,1,115,0.0,4,49,0
2197,14,3,3,3,1205,1,1,0,145,145.0,4,76,1
2198,16,4,4,0,1213,2,0,0,330,265.0,4,63,1
2199,18,5,4,1,1221,0,1,2,90,90.0,4,88,1
2200,21,7,5,2,4451,5,1,2,0,0.0,4,74,1
2201,23,8,6,5,1237,2,1,0,330,265.0,4,96,1
2202,1,9,0,6,1249,1,0,1,125,125.0,4,61,1
2203,3,10,0,4,1257,0,1,1,115,115.0,4,85,1
2204,6,11,1,3,1264,1,0,0,145,115.0,4,52,0
2205,8,12,1,0,1270,2,1,0,330,265.0,4,79,1
2206,10,1,0,1,1276,0,0,2,90,0.0,4,66,0
2207,12,2,0,2,4451,5,1,2,0,0.0,4,90,1
2208,15,3,5,5,1289,2,0,0,330,265.0,4,48,1
2209,17,4,6,6,1299,1,1,1,125,125.0,4,77,1
2210,19,5,6,4,1306,0,0,1,115,115.0,4,60,1
2211,21,7,6,3,1316,1,1,0,145,145.0,4,83,1
2212,0,8,1,0,1320,2,0,0,330,265.0,4,71,1
2213,2,9,2,1,1323,0,1,2,90,0.0,4,97,0
2214,4,10,2,2,4451,5,1,2,0,0.0,4,46,1
2215,6,11,3,5,1330,2,1,0,330,115.0,4,81,0
2216,9,12,3,6,1332,1,0,1,125,125.0,4,64,1
2217,11,1,2,4,1335,0,1,1,115,115.0,4,93,1
2218,13,2,2,3,1341,1,0,0,145,145.0,4,57,1
2219,15,3,0,0,1346,2,1,0,330,265.0,4,86,1
2220,18,4,1,1,1355,0,0,2,90,90.0,4,55,1
2221,20,5,1,2,4451,5,1,2,0,0.0,4,82,1
2222,22,7,1,5,1364,2,0,0,330,265.0,4,63,1
2223,0,8,3,6,1368,1,1,1,125,125.0,4,90,1
2224,3,9,4,4,1377,0,0,1,115,115.0,4,48,1
2225,5,10,4,3,1382,1,1,0,145,145.0,4,76,1
2226,7,11,5,0,1385,2,0,0,330,265.0,4,58,1
2227,9,12,5,1,1388,0,1,2,90,90.0,4,87,1
2228,12,1,4,2,4451,5,1,2,0,0.0,4,67,1
2229,14,2,4,5,1399,2,1,0,330,265.0,4,94,1
2230,16,3,2,6,1406,1,0,1,125,125.0,4,71,1
2231,18,4,3,4,1408,0,1,1,115,90.0,4,89,0
2232,21,6,3,3,1410,1,0,0,145,100.0,4,52,0
2233,23,7,3,0,1415,2,1,0,330,265.0,4,79,1
2234,1,8,5,1,1417,0,0,2,90,90.0,4,66,1
2235,3,9,6,2,4451,5,1,2,0,0.0,4,95,1
2236,6,10,6,5,1420,2,0,0,330,265.0,4,44,1
2237,8,11,0,6,1422,1,1,1,125,125.0,4,78,1
2238,10,1,6,4,1426,0,0,1,115,115.0,4,61,1
2239,12,2,6,3,1431,1,1,0,145,145.0,4,85,1
2240,15,3,4,0,1438,2,0,0,330,125.0,4,49,0
2241,17,4,5,1,1445,0,1,2,90,90.0,4,74,1
2242,19,6,5,2,4451,5,1,2,0,0.0,4,69,1
2243,21,7,5,5,1448,2,1,0,330,265.0,4,92,1
2244,0,8,0,6,1451,1,0,1,125,125.0,4,57,1
2245,2,9,1,4,1457,0,1,1,115,115.0,4,83,1
2246,4,10,1,3,1461,1,0,0,145,145.0,4,68,1
2247,6,11,2,0,1464,2,1,0,330,265.0,4,96,1
2248,9,1,1,1,1468,0,0,2,90,90.0,4,46,1
2249,11,2,1,2,4451,5,1,2,0,0.0,4,81,1
2250,13,3,6,5,1478,2,0,0,330,265.0,4,60,1
2251,15,5,0,6,1486,1,1,1,125,90.0,4,88,0
2252,18,6,1,4,1504,0,0,1,115,115.0,4,53,1
2253,20,7,1,3,1510,1,1,0,145,145.0,4,77,1
2254,22,8,2,0,1512,2,0,0,330,265.0,4,64,1
2255,0,9,3,1,1518,0,1,2,90,90.0,4,91,1
2256,3,10,3,2,4451,5,1,2,0,0.0,4,50,1
2257,5,12,4,5,1535,2,1,0,330,265.0,4,75,1
2258,7,1,3,6,1542,1,0,1,125,125.0,4,59,1
2259,9,2,3,4,1547,0,1,1,115,115.0,4,84,1
2260,12,4,5,3,1553,1,0,0,145,145.0,4,66,1
2261,14,5,5,0,1555,2,1,0,330,265.0,4,93,1
2262,16,6,6,1,1561,0,0,2,90,90.0,4,45,1
2263,18,7,6,2,4451,5,1,2,0,0.0,4,80,1
2264,21,8,0,5,1567,2,0,0,330,115.0,4,62,0
2265,23,9,1,6,1573,1,1,1,125,125.0,4,86,1
2266,1,11,2,4,1576,0,0,1,115,115.0,4,51,1
2267,3,12,2,3,1579,1,1,0,145,145.0,4,73,1
2268,6,1,5,0,1584,2,0,0,330,265.0,4,56,1
2269,8,2,5,1,1590,0,1,2,90,90.0,4,82,1
2270,10,4,6,2,4451,5,1,2,0,0.0,4,70,1
2271,12,5,6,5,1596,2,1,0,330,265.0,4,97,1
2272,15,6,0,6,1599,1,0,1,125,125.0,4,47,1
2273,17,7,0,4,1603,0,1,1,115,115.0,4,84,1
2274,19,8,1,3,1612,1,0,0,145,125.0,4,65,0
2275,21,9,2,0,1621,2,1,0,330,100.0,4,92,0
2276,0,11,3,1,1622,0,0,2,90,90.0,4,53,1
2277,2,12,3,2,4451,5,1,2,0,0.0,4,79,1
2278,4,1,0,5,1632,2,0,0,330,90.0,4,61,0
2279,6,2,0,6,1638,1,1,1,125,125.0,4,89,1
2280,9,4,1,4,1639,0,0,1,115,115.0,4,44,1
2281,11,5,1,3,1642,1,1,0,145,145.0,4,78,1
2282,15,7,2,0,1644,2,0,0,330,265.0,4,67,1
2283,18,8,3,1,1647,0,1,2,90,90.0,4,95,1
2284,20,9,4,2,4451,5,1,2,0,0.0,4,55,1
2285,22,11,4,5,1648,2,1,0,330,265.0,4,80,1
2286,0,12,5,6,1654,1,0,1,125,125.0,4,62,1
2287,3,1,2,4,1659,0,1,1,115,115.0,4,87,1
2288,5,3,2,3,1667,1,0,0,145,145.0,4,47,1
2289,7,4,3,0,1671,2,1,0,330,265.0,4,73,1
2290,9,5,3,1,1679,0,0,2,90,90.0,4,68,1
2291,12,6,4,2,4451,5,1,2,0,0.0,4,91,1
2292,14,7,4,5,1684,2,0,0,330,265.0,4,52,1
2293,16,8,5,6,1688,1,1,1,125,125.0,4,82,1
2294,18,10,6,4,1690,0,0,1,115,115.0,4,56,1
2295,21,11,0,3,1697,1,1,0,145,115.0,4,84,0
2296,23,12,0,0,1700,2,0,0,330,265.0,4,69,1
2297,1,1,4,1,1709,0,1,2,90,0.0,4,94,0
2298,3,3,4,2,4451,5,1,2,0,0.0,4,49,1
2299,6,4,5,5,1717,2,1,0,330,265.0,4,76,1
2300,8,5,5,6,1722,1,0,1,125,125.0,4,63,1
2301,10,6,6,4,1729,0,1,1,115,115.0,4,88,1
2302,12,7,6,3,1733,1,0,0,145,145.0,4,74,1
2303,15,8,0,0,1737,2,1,0,330,265.0,4,96,1
2304,17,10,0,1,1739,0,0,2,90,90.0,4,61,1
2305,19,11,1,2,4451,5,1,2,0,0.0,4,85,1
2306,21,12,1,5,1747,2,0,0,330,265.0,4,52,1
2307,0,1,6,6,1754,1,1,1,125,125.0,4,79,1
2308,2,3,6,4,1759,0,0,1,115,115.0,4,66,1
2309,6,5,0,3,1766,1,1,0,145,145.0,4,90,1
2310,9,6,1,0,1771,2,0,0,330,265.0,4,48,1
2311,11,7,1,1,1772,0,1,2,90,90.0,4,77,1
2312,13,8,2,2,4451,5,1,2,0,0.0,4,60,1
2313,15,10,2,5,1774,2,1,0,330,265.0,4,83,1
2314,18,11,3,6,1786,1,0,1,125,125.0,4,71,1
2315,20,12,3,4,1788,0,1,1,115,90.0,4,97,0
2316,22,1,1,3,1791,1,0,0,145,145.0,4,46,1
2317,0,3,1,0,1797,2,1,0,330,100.0,4,81,0
2318,3,4,2,1,1801,0,0,2,90,90.0,4,64,1
2319,5,5,2,2,4451,5,1,2,0,0.0,4,93,1
2320,7,6,3,5,1803,2,0,0,330,265.0,4,57,1
2321,9,7,3,6,1805,1,1,1,125,125.0,4,86,1
2322,12,9,4,4,1808,0,0,1,115,115.0,4,55,1
2323,14,10,4,3,1809,1,1,0,145,145.0,4,82,1
2324,16,11,5,0,1811,2,0,0,330,115.0,4,63,0
2325,18,12,5,1,1815,0,1,2,90,90.0,4,90,1
2326,21,2,3,2,4451,5,1,2,0,0.0,4,48,1
2327,23,3,2,5,1822,2,1,0,330,265.0,4,76,1
2328,1,4,4,6,1824,1,0,1,125,90.0,4,58,0
2329,3,5,4,4,1828,0,1,1,115,115.0,4,87,1
2330,6,6,5,3,1833,1,0,0,145,145.0,4,67,1
2331,10,9,6,0,1840,2,1,0,330,265.0,4,94,1
2332,12,10,6,1,1841,0,0,2,90,90.0,4,71,1
2333,15,11,0,2,4451,5,1,2,0,0.0,4,89,1
2334,17,12,0,5,1844,2,0,0,330,265.0,4,52,1
2335,19,2,5,6,1845,1,1,1,125,125.0,4,79,1
2336,21,3,4,4,1853,0,0,1,115,115.0,4,66,1
2337,0,4,6,3,1856,1,1,0,145,90.0,4,95,0
2338,2,5,6,0,1858,2,0,0,330,265.0,4,44,1
2339,4,6,0,1,1860,0,1,2,90,0.0,4,78,0
2340,6,8,1,2,4451,5,1,2,0,0.0,4,61,1
2341,9,9,2,5,1864,2,1,0,330,265.0,4,85,1
2342,11,10,2,6,1867,1,0,1,125,125.0,4,49,1
2343,13,11,3,4,1868,0,1,1,115,115.0,4,74,1
2344,15,12,3,3,1872,1,0,0,145,145.0,4,69,1
2345,18,2,0,0,1875,2,1,0,330,265.0,4,92,1
2346,20,3,6,1,1880,0,0,2,90,90.0,4,57,1
2347,22,4,0,2,4451,5,1,2,0,0.0,4,83,1
2348,0,5,1,5,1886,2,0,0,330,125.0,4,68,0
2349,3,6,2,6,1891,1,1,1,125,125.0,4,96,1
2350,5,8,2,4,1892,0,0,1,115,115.0,4,46,1
2351,7,9,3,3,1899,1,1,0,145,145.0,4,81,1
2352,9,10,3,0,1900,2,0,0,330,265.0,4,60,1
2353,12,11,4,1,1902,0,1,2,90,90.0,4,88,1
2354,14,12,4,2,4451,5,1,2,0,0.0,4,53,1
2355,16,2,2,5,1905,2,1,0,330,265.0,4,77,1
2356,18,3,1,6,1911,1,0,1,125,125.0,4,64,1
2357,21,4,2,4,1917,0,1,1,115,0.0,4,91,0
2358,23,5,3,3,1919,1,0,0,145,145.0,4,50,1
2359,1,7,5,0,1925,2,1,0,330,265.0,4,75,1
2360,3,8,6,1,1934,0,0,2,90,90.0,4,59,1
2361,6,9,0,2,4451,5,1,2,0,0.0,4,84,1
2362,10,11,1,5,1943,2,0,0,330,265.0,4,66,1
2363,12,12,1,6,1946,1,1,1,125,125.0,4,93,1
2364,15,2,4,4,1951,0,0,1,115,115.0,4,45,1
2365,17,3,3,3,1960,1,1,0,145,145.0,4,80,1
2366,19,4,4,0,1967,2,0,0,330,265.0,4,62,1
2367,21,5,5,1,1972,0,1,2,90,90.0,4,86,1
2368,0,7,6,2,4451,5,1,2,0,0.0,4,51,1
2369,2,8,0,5,1980,2,1,0,330,265.0,4,73,1
2370,4,9,1,6,1985,1,0,1,125,125.0,4,56,1
2371,6,10,1,4,1990,0,1,1,115,115.0,4,82,1
2372,9,11,2,3,1993,1,0,0,145,145.0,4,70,1
2373,11,12,2,0,1999,2,1,0,330,265.0,4,97,1
2374,13,2,6,1,2005,0,0,2,90,90.0,4,47,1
2375,15,3,5,2,4451,5,1,2,0,0.0,4,84,1
2376,18,4,6,5,2014,2,0,0,330,265.0,4,65,1
2377,20,5,0,6,2019,1,1,1,125,125.0,4,92,1
2378,22,7,0,4,2022,0,0,1,115,115.0,4,53,1
2379,0,8,2,3,2028,1,1,0,145,90.0,4,79,0
2380,3,9,3,0,2031,2,0,0,330,265.0,4,61,1
2381,5,10,3,1,2035,0,1,2,90,90.0,4,89,1
2382,7,11,4,2,4451,5,1,2,0,0.0,4,44,1
2383,9,12,4,5,2042,2,1,0,330,265.0,4,78,1
2384,12,2,1,6,2047,1,0,1,125,125.0,4,67,1
2385,14,3,0,4,2057,0,1,1,115,0.0,4,95,0
2386,16,4,1,3,2070,1,0,0,145,145.0,4,55,1
2387,18,6,3,0,2079,2,1,0,330,125.0,4,80,0
2388,21,7,4,1,2085,0,0,2,90,0.0,4,62,0
2389,23,8,5,2,4451,5,1,2,0,0.0,4,87,1
2390,1,9,0,5,2095,2,0,0,330,265.0,4,47,1
2391,3,10,0,6,2099,1,1,1,125,125.0,4,73,1
2392,6,11,1,4,2102,0,0,1,115,90.0,4,68,0
2393,8,1,0,3,2106,1,1,0,145,145.0,4,91,1
2394,10,2,0,0,2115,2,0,0,330,265.0,4,52,1
2395,12,3,6,1,2121,0,1,2,90,90.0,4,82,1
2396,15,4,0,2,4451,5,1,2,0,0.0,4,56,1
2397,17,5,1,5,2129,2,1,0,330,265.0,4,84,1
2398,19,6,2,6,2135,1,0,1,125,125.0,4,65,1
2399,21,8,3,4,2144,0,1,1,115,115.0,4,78,1
2400,0,9,5,3,2149,1,0,0,145,145.0,4,53,1
2401,2,10,5,0,2151,2,1,0,330,265.0,4,92,1
2402,4,11,6,1,2157,0,0,2,90,90.0,4,60,1
2403,6,12,6,2,4451,5,1,2,0,0.0,4,105,1
2404,9,2,1,5,2163,2,0,0,330,265.0,4,70,1
2405,11,3,0,6,2173,1,1,1,125,115.0,4,88,0
2406,13,4,1,4,2176,0,0,1,115,115.0,4,45,1
2407,15,5,2,3,2180,1,1,0,145,145.0,4,72,1
2408,18,6,3,0,2186,2,0,0,330,265.0,4,58,1
2409,20,8,4,1,2190,0,1,2,90,90.0,4,81,1
2410,22,9,5,2,4451,5,1,2,0,0.0,4,67,1
2411,0,10,5,5,2197,2,1,0,330,265.0,4,98,1
2412,3,11,6,6,2204,1,0,1,125,125.0,4,50,1
2413,5,12,6,4,2209,0,1,1,115,115.0,4,75,1
2414,7,2,2,3,2221,1,0,0,145,145.0,4,62,1
2415,9,3,1,0,2224,2,1,0,330,265.0,4,84,1
2416,12,4,2,1,2226,0,0,2,90,90.0,4,55,1
2417,14,5,3,2,4451,5,1,2,0,0.0,4,80,1
2418,16,6,4,5,2228,2,0,0,330,265.0,4,68,1
2419,18,8,5,6,2233,1,1,1,125,125.0,4,90,1
2420,21,9,6,4,2237,0,0,1,115,115.0,4,48,1
2421,23,10,0,3,2239,1,1,0,145,145.0,4,77,1
2422,1,11,2,0,2241,2,0,0,330,90.0,4,63,0
2423,3,12,2,1,2246,0,1,2,90,90.0,4,87,1
2424,6,2,4,2,4451,5,1,2,0,0.0,4,52,1
2425,8,3,3,5,2252,2,1,0,330,265.0,4,95,1
2426,10,4,4,6,2256,1,0,1,125,125.0,4,73,1
2427,12,5,5,4,2264,0,1,1,115,115.0,4,82,1
2428,15,7,6,3,2269,1,0,0,145,145.0,4,57,1
2429,17,8,0,0,2273,2,1,0,330,265.0,4,96,1
2430,19,9,1,1,2278,0,0,2,90,90.0,4,66,1
2431,21,10,1,2,4451,5,1,2,0,0.0,4,89,1
2432,3,10,2,5,2288,2,0,0,330,265.0,4,51,1
2433,6,11,3,6,2299,1,1,1,125,125.0,4,76,1
2434,8,12,3,4,2303,0,0,1,115,115.0,4,61,1
2435,9,2,6,3,2310,1,1,0,145,90.0,4,85,0
2436,11,3,5,0,2311,2,0,0,330,265.0,4,74,1
2437,13,4,6,1,2320,0,1,2,90,0.0,4,93,0
2438,15,5,6,2,4451,5,1,2,0,0.0,4,49,1
2439,18,6,0,5,2326,2,1,0,330,265.0,4,83,1
2440,22,9,2,6,2336,1,0,1,125,125.0,4,59,1
2441,0,10,3,4,2342,0,1,1,115,115.0,4,91,1
2442,3,11,4,3,2347,1,0,0,145,145.0,4,71,1
2443,5,12,4,0,2351,2,1,0,330,115.0,4,86,0
2444,7,2,0,1,2361,0,0,2,90,90.0,4,56,1
2445,9,3,6,2,4451,5,1,2,0,0.0,4,79,1
2446,12,4,0,5,2368,2,0,0,330,265.0,4,64,1
2447,14,5,0,6,2371,1,1,1,125,125.0,4,97,1
2448,16,6,1,4,2379,0,0,1,115,115.0,4,69,1
2449,18,8,2,3,2384,1,1,0,145,145.0,4,94,1
2450,21,9,3,0,2387,2,0,0,330,265.0,4,54,1
2451,23,10,4,1,2392,0,1,2,90,90.0,4,81,1
2452,1,11,6,2,4451,5,1,2,0,0.0,4,65,1
2453,3,12,6,5,2411,2,1,0,330,265.0,4,92,1
2454,6,2,1,6,2422,1,0,1,125,125.0,4,50,1
2455,8,3,0,4,2429,0,1,1,115,115.0,4,75,1
2456,10,4,1,3,2433,1,0,0,145,145.0,4,58,1
2457,12,5,1,0,2435,2,1,0,330,265.0,4,89,1
2458,15,6,2,1,2441,0,0,2,90,90.0,4,44,1
2459,17,8,3,2,4451,5,1,2,0,0.0,4,78,1
2460,19,9,4,5,2452,2,0,0,330,265.0,4,67,1
2461,21,10,4,6,2458,1,1,1,125,125.0,4,95,1
2462,0,11,5,4,2467,0,0,1,115,115.0,4,55,1
2463,2,12,5,3,2476,1,1,0,145,145.0,4,80,1
2464,4,2,1,0,2480,2,0,0,330,265.0,4,62,1
2465,6,3,0,1,2485,0,1,2,90,90.0,4,87,1
2466,9,4,1,2,4451,5,1,2,0,0.0,4,47,1
2467,11,5,1,5,2494,2,1,0,330,115.0,4,73,0
2468,13,6,2,6,2499,1,0,1,125,90.0,4,68,0
2469,15,8,3,4,2505,0,1,1,115,100.0,4,91,0
2470,18,9,4,3,2508,1,0,0,145,145.0,4,53,1
2471,20,10,4,0,2518,2,1,0,330,265.0,4,82,1
2472,22,11,5,1,2526,0,0,2,90,90.0,4,56,1
2473,0,12,6,2,4451,5,1,2,0,0.0,4,84,1
2474,3,2,1,5,2538,2,0,0,330,265.0,4,69,1
2475,5,3,0,6,2545,1,1,1,125,125.0,4,94,1
2476,7,4,1,4,2548,0,0,1,115,115.0,4,49,1
2477,9,5,1,3,2554,1,1,0,145,145.0,4,76,1
2478,12,6,2,0,2558,2,0,0,330,265.0,4,63,1
2479,14,8,3,1,2560,0,1,2,90,90.0,4,88,1
2480,16,9,4,2,4451,5,1,2,0,0.0,4,74,1
2481,18,10,4,5,2574,2,1,0,330,265.0,4,96,1
